recipe_id,ingredient,quantity,unit,step,cuisine,nutrition,tags
4150,ounces,0,six,['stir'],Other,unknown,['None']
4151,eleven one one one teaspoon zero point five teaspoons one zero point five,0,ten,"['bake', 'serve']",Other,unknown,['None']
4152,quart one one two five one zero point five one teaspoon three teaspoons,0,one,"['chop', 'mince']",Other,unknown,['None']
4153,sixteen ounces four one zero point five zero point two five one teaspoon zero point five,0,one,"['bake', 'mix', 'cook']",Other,unknown,['None']
4154,tablespoons two tablespoons zero point five teaspoons zero point five zero point five peck grams one tablespoon zero point seven five,0,two,"['bake', 'boil', 'stir', 'blend', 'cook']",Other,unknown,['None']
4155,two tablespoons two tablespoons eight ounces,0,two,"['chop', 'cook']",Other,unknown,['None']
4156,cups one cup two teaspoons zero point two five teaspoons one one cup two tablespoons two one cup one teaspoon zero point three three three three three three three three three three three three three three three three cups zero point five cups,0,two,['stir'],Other,unknown,['None']
4157,point six six six six six six six six six six six six six six six six zero point five two tablespoons two two teaspoons five two point five pounds,0,zero,['bake'],Other,unknown,['None']
4158,ounces one point five tablespoons one tablespoon two one two eight ounces one,0,eight,[],Other,unknown,['None']
4159,three one two one,0,two,['mix'],Other,unknown,['None']
4160,one one one one one tablespoon zero point two five,0,one,"['bake', 'stir']",Other,unknown,['None']
4161,one tablespoon one teaspoon zero point three three three three three three three three three three three three three three three three one,0,two,"['bake', 'stir']",Other,unknown,['None']
4162,point five cups zero point two five cups one one cup three cups zero point five teaspoons zero point five cups zero point two five cups,0,zero,"['mix', 'serve']",Other,unknown,['None']
4163,one one twelve ounces seven four zero point seven five,0,one,['bake'],Other,unknown,['None']
4164,six three two zero point five three zero point five teaspoons zero point two five teaspoons one teaspoon one teaspoon one teaspoon,0,one,['bake'],Other,unknown,['None']
4165,one cup one cup one ounce,0,one,"['mix', 'stir']",Other,unknown,['None']
4166,pounds two ounces zero point two five teaspoons zero point two five teaspoons,0,two,"['chop', 'stir', 'cook']",Other,unknown,['None']
4167,four eight ten three four six one zero point five gallons,0,two,"['mix', 'cook']",Other,unknown,['None']
4168,one teaspoon one point five teaspoons one one teaspoon zero point three three three three three three three three three three three three three three three three teaspoons zero point five tablespoons three,0,two,"['stir', 'serve']",Other,unknown,['None']
4169,point five one point five one four teaspoons zero point five one teaspoon one teaspoon zero point five teaspoons one point five pounds,0,one,"['mix', 'grill', 'cook']",Other,unknown,['None']
4170,one pound two two teaspoons one,0,five,['mix'],Other,unknown,['None']
4171,point five two point five teaspoons zero point five teaspoons four zero point five zero point five one one one point five teaspoons one,0,two,['bake'],Other,unknown,['None']
4172,pound two stere year litre kibibytes zero point five one one eight one,0,one,['mix'],Other,unknown,['None']
4173,point seven five pounds one one one one three tablespoons three tablespoons two point five one point five one point two five five ounces zero point two five teaspoons zero point five teaspoons zero point five teaspoons,0,one,"['chop', 'boil']",Other,unknown,['None']
4174,zero point five one ten ounces,0,one,['serve'],Other,unknown,['None']
4175,one one one peck grams sixteen ounces two cups two cups,0,six,[],Other,unknown,['None']
4176,point seven five one zero point five teaspoons one point five one one one point five teaspoons one eight ounces,0,zero,"['bake', 'mix', 'stir']",Other,unknown,['None']
4177,tablespoons zero point three three three three three three three three three three three three three three three three one three one one tablespoon one tablespoon two tablespoons,0,three,"['fry', 'blend', 'cook']",Other,unknown,['None']
4178,one one one one one one one two tablespoons two tablespoons,0,two,"['boil', 'cook']",Other,unknown,['None']
4179,eight ounces two point five two tablespoons two tablespoons two tablespoons two tablespoons,0,one,"['mix', 'serve']",Other,unknown,['None']
4180,three ounces one pint zero point five zero point five one one twenty ounces,0,two,[],Other,unknown,['None']
4182,point five eight one one one six ounces zero point two five ounces one sixteen ounces one sixteen ounces one thirty-two ounces,0,four,"['boil', 'mix', 'stir']",Other,unknown,['None']
4183,two zero point five four ounces one zero point five zero point two,0,one,['mix'],Other,unknown,['None']
4184,one tablespoon three tablespoons one teaspoon two one,0,one,['bake'],Other,unknown,['None']
4185,tablespoons one tablespoon one tablespoon four six ounces one,0,two,['mix'],Other,unknown,['None']
4186,point seven five one one point five teaspoons zero point five teaspoons one point five teaspoons two one point five two three zero point seven five,0,zero,"['bake', 'mix', 'stir', 'serve']",Other,unknown,['None']
4187,point five four pounds one one peck grams one point five six zero point two five minutes of arc minute of arc six two inches,0,three,"['mix', 'roast']",Other,unknown,['None']
4188,point five two one tablespoon one tablespoon five one two tablespoons one,0,zero,"['bake', 'mix']",Other,unknown,['None']
4189,eight ounces two tablespoons four zero point five zero point five zero point five,0,one,"['bake', 'mix', 'blend']",Other,unknown,['None']
4190,four teaspoons one teaspoon three two two tablespoons,0,three,['bake'],Other,unknown,['None']
4191,one four teaspoons two tablespoons two,0,two,"['mix', 'cook']",Other,unknown,['None']
4192,zero point two five zero point seven five teaspoons zero point five teaspoons zero point seven five zero point two five zero point seven five teaspoons one tablespoon,0,one,['boil'],Other,unknown,['None']
4193,point five two tablespoons eight ounces zero point five seven ounces one eight ounces one nine inches,0,zero,['mix'],Other,unknown,['None']
4194,point five pounds three ounces six ounces zero point five,0,zero,['mix'],Other,unknown,['None']
4195,one one one,0,six,"['bake', 'mix']",Other,unknown,['None']
4196,two two teaspoons one teaspoon one one point five,0,two,"['bake', 'mix']",Other,unknown,['None']
4197,point two five zero point five one one eight ounces one one one one three,0,one,"['bake', 'mix']",Other,unknown,['None']
4198,three five three zero point five teaspoons zero point five teaspoons four tablespoons one one tablespoon,0,three,"['bake', 'mix']",Other,unknown,['None']
4199,four minutes of arc minute of arc one teaspoon zero point five teaspoons one teaspoon zero point five zero point five zero point five two zero point five zero point five one teaspoon one,0,two,"['bake', 'mix', 'blend']",Other,unknown,['None']
4200,pound five one one twenty-four two peck grams three peck grams two five teaspoons,0,one,['boil'],Other,unknown,['None']
4201,four two one teaspoon zero point five teaspoons two teaspoons eight one,0,one,"['saute', 'bake']",Other,unknown,['None']
4202,zero point five zero point five two tablespoons zero point three three three three three three three three three three three three three three three three zero point five teaspoons two tablespoons one teaspoon one tablespoon four,0,one,"['fry', 'mix', 'serve']",Other,unknown,['None']
4203,ounces zero point five teaspoons one teaspoon zero point two five teaspoons two zero point five minutes of arc minute of arc two teaspoons one teaspoon one teaspoon,0,twelve,[],Other,unknown,['None']
4204,zero point five zero point five two three zero point five teaspoons,0,four,['mix'],Other,unknown,['None']
4205,point seven five zero point five teaspoons two point five tablespoons two point five tablespoons three zero point seven five three one point five teaspoons three two tablespoons zero point one two five teaspoons one nine inches,0,zero,"['mix', 'stir', 'cook']",Other,unknown,['None']
4206,tablespoon two teaspoons zero point five zero point five teaspoons fifteen ounces zero point five two two tablespoons zero point two five,0,one,"['mix', 'stir']",Other,unknown,['None']
4207,two zero point five pounds,0,six,"['bake', 'serve']",Other,unknown,['None']
4208,pound two one one,0,one,"['chop', 'serve']",Other,unknown,['None']
4209,one point two five four two three teaspoons two teaspoons one teaspoon zero point five three eight nine,0,two,"['bake', 'mix']",Other,unknown,['None']
4210,zero point five three zero point five zero point seven five teaspoons zero point seven five zero point five,0,three,"['bake', 'mix', 'stir', 'blend']",Other,unknown,['None']
4211,two two tablespoons one teaspoon zero point five teaspoons one zero point five one peck grams one one two,0,two,['mix'],Other,unknown,['None']
4212,one zero point two five one one zero point two five one tablespoon,0,one,['bake'],Other,unknown,['None']
4213,one teaspoon one one tablespoon one point two five five tablespoons,0,three,"['bake', 'mix']",Other,unknown,['None']
4214,peck grams one one zero point five one one,0,two,"['bake', 'mix', 'cook']",Other,unknown,['None']
4215,one one one eight ounces one one pound,0,one,[],Other,unknown,['None']
4216,two three teaspoons zero point five teaspoons four tablespoons two,0,two,[],Other,unknown,['None']
4217,one tablespoon two one teaspoon two tablespoons,0,six,[],Other,unknown,['None']
4218,point six six six six six six six six six six six six six six six six two point five four one one three point three three three three three three three three three three three three three three three five two teaspoons zero point five teaspoons one point five teaspoons one teaspoon zero point five teaspoons zero point six six six six six six six six six six six six six six six six one,0,zero,"['bake', 'stir']",Other,unknown,['None']
4219,peck grams four one pint zero point two five,0,two,['bake'],Other,unknown,['None']
4220,one one one eight ounces,0,one,"['stir', 'blend']",Other,unknown,['None']
4221,twenty ounces one eight ounces one peck grams zero point five pounds,0,one,"['bake', 'mix', 'serve']",Other,unknown,['None']
4222,two one zero point five one zero point five zero point seven five zero point five zero point five,0,two,['boil'],Other,unknown,['None']
4223,-four two tablespoons zero point two five one point five twelve,0,twenty,"['mix', 'stir']",Other,unknown,['None']
4224,four,0,unknown,[],Other,unknown,['None']
4225,ounces one two one six two teaspoons,0,seven,"['bake', 'mix']",Other,unknown,['None']
4226,three three teaspoons one teaspoon one teaspoon one zero point two five teaspoons one two point five one teaspoon one teaspoon two two,0,three,"['bake', 'mix']",Other,unknown,['None']
4227,two tablespoons two one one one one peck grams,0,two,['mix'],Other,unknown,['None']
4228,point five one zero point three three three three three three three three three three three three three three three three minutes of arc minute of arc zero point six six six six six six six six six six six six six six six six minutes of arc minute of arc zero point seven five teaspoons zero point seven five teaspoons nine tablespoons two pounds four sixteen ounces three tablespoons zero point two five teaspoons,0,one,['bake'],Other,unknown,['None']
4229,point five gallons,0,zero,['serve'],Other,unknown,['None']
4230,point five zero point five one point five teaspoons one point five teaspoons one teaspoon one teaspoon,0,zero,"['mix', 'serve']",Other,unknown,['None']
4231,six two one three teaspoons one point five one point five,0,four,"['bake', 'mix', 'season', 'cook']",Other,unknown,['None']
4232,one zero point two five teaspoons zero point two five teaspoons two tablespoons one teaspoon zero point two five pounds one two teaspoons,0,one,"['bake', 'mix', 'stir']",Other,unknown,['None']
4233,six one four six tablespoons one,0,four,"['chop', 'bake']",Other,unknown,['None']
4234,two one one two tablespoons one one point five two three one teaspoon one teaspoon one teaspoon one point five one tablespoon one teaspoon,0,one,['cook'],Other,unknown,['None']
4235,one zero point two five zero point two five one zero point two five teaspoons two,0,one,"['mix', 'cook', 'serve']",Other,unknown,['None']
4236,two one two point five four one quart five five teaspoons one point five teaspoons,0,six,['mix'],Other,unknown,['None']
4237,six inches two two four ounces zero point three three three three three three three three three three three three three three three three one one eight ounces two eight ounces,0,twelve,[],Other,unknown,['None']
4238,six one point two five one point two five one zero point five teaspoons,0,six,"['bake', 'cook']",Other,unknown,['None']
4239,point five zero point two five one two zero point two five one teaspoon,0,zero,"['bake', 'serve']",Other,unknown,['None']
4240,pounds two one,0,three,['mix'],Other,unknown,['None']
4241,sixteen ounces three two tablespoons four teaspoons one eight ounces one fourteen ounces one sixteen ounces two zero point five teaspoons one,0,one,['mix'],Other,unknown,['None']
4242,pounds zero point six six six six six six six six six six six six six six six six zero point three three three three three three three three three three three three three three three three zero point three three three three three three three three three three three three three three three three zero point three three three three three three three three three three three three three three three three two teaspoons one teaspoon,0,six,"['bake', 'stir']",Other,unknown,['None']
4243,pounds two inches zero point two five pounds one twenty-eight ounces zero point five two four two tablespoons one tablespoon two teaspoons two teaspoons one point five teaspoons three,0,three,[],Other,unknown,['None']
4244,one zero point two five one two three four one one one one two three tablespoons,0,one,['whisk'],Other,unknown,['None']
4245,sixteen ounces seven one one one tablespoon zero point five zero point two five,0,two,"['saute', 'bake', 'fry', 'slice']",Other,unknown,['None']
4246,one two zero point seven five teaspoons zero point two five one,0,one,[],Other,unknown,['None']
4247,ounces eight ounces zero point seven five teaspoons zero point two five one tablespoon one tablespoon,0,three,"['mix', 'serve']",Other,unknown,['None']
4248,three ounces zero point seven five one eight ounces zero point five one two zero point five zero point five zero point five pints,0,one,"['stir', 'blend']",Other,unknown,['None']
4249,zero point five zero point two five zero point five teaspoons,0,two,"['bake', 'mix']",Other,unknown,['None']
4250,point two five two tablespoons one point five teaspoons zero point one two five teaspoons four one one four one zero point two five zero point two five zero point five,0,zero,['blend'],Other,unknown,['None']
4251,two six six teaspoons,0,three,"['bake', 'mix']",Other,unknown,['None']
4252,two two one one teaspoon two zero point two five one teaspoon one one,0,one,"['bake', 'stir', 'blend']",Other,unknown,['None']
4253,ounces eight ounces,0,eight,"['stir', 'serve']",Other,unknown,['None']
4254,one one pound zero point two five zero point two five one point five one zero point two five two,0,seven,['bake'],Other,unknown,['None']
4255,tablespoons two teaspoons four drops one zero point two five teaspoons,0,three,['mix'],Other,unknown,['None']
4256,point five pounds two tablespoons one zero point five pounds one teaspoon zero point five teaspoons one point five one tablespoon one tablespoon three tablespoons one,0,three,"['mix', 'stir', 'roast', 'season', 'cook', 'serve']",Other,unknown,['None']
4257,tablespoons two one zero point two five pounds zero point two five teaspoons zero point two five teaspoons zero point two five teaspoons zero point two five teaspoons three two tablespoons zero point five zero point five,0,two,['cook'],Other,unknown,['None']
4258,twelve ounces one zero point seven five one zero point seven five teaspoons zero point five teaspoons zero point two five teaspoons,0,one,"['mix', 'stir']",Other,unknown,['None']
4259,point five pounds zero point five inches four ounces two tablespoons one tablespoon sixteen ounces one two eight ounces three,0,zero,"['saute', 'boil', 'cook']",Other,unknown,['None']
4260,two two four three teaspoons four two teaspoons two teaspoons two one one six ounces,0,two,"['bake', 'mix']",Other,unknown,['None']
4261,six tablespoons six tablespoons six tablespoons one point five one one,0,two,"['bake', 'mix', 'stir']",Other,unknown,['None']
4262,sixteen ounces eight ounces,0,five,"['mix', 'stir', 'cook']",Other,unknown,['None']
4263,one one teaspoon one teaspoon one teaspoon zero point five four one one,0,three,"['bake', 'mix']",Other,unknown,['None']
4264,zero point six six six six six six six six six six six six six six six six zero point five teaspoons one one one two two teaspoons two twelve ounces eight ounces,0,three,[],Other,unknown,['None']
4265,zero point five zero point six six six six six six six six six six six six six six six six zero point six six six six six six six six six six six six six six six six two teaspoons two teaspoons one,0,one,['blend'],Other,unknown,['None']
4266,tablespoons one tablespoon one tablespoon one tablespoon one tablespoon one tablespoon one tablespoon one tablespoon two teaspoons two teaspoons two teaspoons two teaspoons one teaspoon one teaspoon,0,two,['mix'],Other,unknown,['None']
4267,one eight ounces zero point five one tablespoon zero point two five teaspoons two one two tablespoons zero point two five teaspoons,0,one,['bake'],Other,unknown,['None']
4268,one four one teaspoon one,0,two,"['bake', 'mix']",Other,unknown,['None']
4269,cup zero point seven five cups zero point seven five cups zero point two five cups two tablespoons two tablespoons zero point two five teaspoons one tablespoon zero point two five teaspoons zero point two five teaspoons,0,one,['blend'],Other,unknown,['None']
4270,pint zero point five zero point five zero point five teaspoons one,0,one,[],Other,unknown,['None']
4271,point five pounds four zero point five minutes of arc minute of arc two tablespoons zero point five teaspoons zero point two five teaspoons one ten point seven five ounces zero point five one teaspoon one four ounces,0,one,"['bake', 'mix', 'season']",Other,unknown,['None']
4272,zero point seven five zero point two five one tablespoon zero point five one two one one zero point five,0,three,"['bake', 'mix', 'stir']",Other,unknown,['None']
4273,pounds one zero point seven five zero point five five one teaspoon zero point five teaspoons zero point five teaspoons zero point three three three three three three three three three three three three three three three three pounds,0,three,"['bake', 'boil', 'mix']",Other,unknown,['None']
4274,thirty-two ounces one one two zero point five one teaspoon zero point five one centavo year roentgen short tons,0,one,"['bake', 'mix']",Other,unknown,['None']
4275,pounds five two zero point seven five zero point two five zero point three three three three three three three three three three three three three three three three one,0,four,"['fry', 'boil']",Other,unknown,['None']
4276,zero point six six six six six six six six six six six six six six six six two teaspoons zero point two five one,0,two,"['bake', 'serve']",Other,unknown,['None']
4277,four pounds one teaspoon zero point two five teaspoons zero point three three three three three three three three three three three three three three three three two tablespoons one point five teaspoons one teaspoon one fifteen point five ounces zero point seven five zero point five one tablespoon one teaspoon,0,three,"['stir', 'roast', 'blend', 'season', 'cook', 'serve']",Other,unknown,['None']
4278,point five zero point five one zero point five two two teaspoons two point five one teaspoon zero point five teaspoons one twelve ounces one,0,zero,"['bake', 'stir']",Other,unknown,['None']
4279,point five zero point five one point five teaspoons five ten zero point two five one tablespoon,0,zero,[],Other,unknown,['None']
4280,three ounces two two ten ounces one thirteen point five ounces two one,0,two,['stir'],Other,unknown,['None']
4281,three pounds one fifteen ounces one zero point five two tablespoons one tablespoon one teaspoon zero point five teaspoons one teaspoon zero point five teaspoons zero point one two five teaspoons,0,two,"['boil', 'cook', 'serve']",Other,unknown,['None']
4282,one one one one,0,one,['mix'],Other,unknown,['None']
4283,point two five two two sixteen ounces sixteen ounces four,0,one,['mix'],Other,unknown,['None']
4284,one two one teaspoon zero point two five two teaspoons two sixteen ounces one teaspoon one teaspoon,0,two,['bake'],Other,unknown,['None']
4285,one one sixteen ounces zero point two five,0,two,"['bake', 'cook']",Other,unknown,['None']
4286,tablespoons one point five zero point five zero point five teaspoons four point five,0,two,"['bake', 'mix']",Other,unknown,['None']
4287,two peck grams eight ounces twelve ounces nine one,0,three,['mix'],Other,unknown,['None']
4288,two three four zero point two five teaspoons one one teaspoon one teaspoon one teaspoon zero point two five teaspoons zero point seven five one,0,one,"['cook', 'serve']",Other,unknown,['None']
4289,two two zero point three three three three three three three three three three three three three three three three zero point two five one one pound,0,one,"['chop', 'mix']",Other,unknown,['None']
4290,one point two five one zero point two five teaspoons one peck grams zero point seven five zero point five zero point five,0,two,['cook'],Other,unknown,['None']
4291,pound one pound three,0,one,"['bake', 'mix']",Other,unknown,['None']
4292,two three four zero point two five teaspoons three teaspoons one zero point five teaspoons,0,one,['bake'],Other,unknown,['None']
4293,zero point two five one teaspoon one teaspoon zero point one two five teaspoons,0,six,['stir'],Other,unknown,['None']
4294,one one one one one two one,0,two,"['bake', 'mix']",Other,unknown,['None']
4295,three one one ten zero point five pints,0,two,"['mix', 'stir']",Other,unknown,['None']
4296,seventeen ounces one three ounces one four ounces zero point two five zero point two five,0,one,"['stir', 'blend']",Other,unknown,['None']
4297,three twelve ounces one peck grams,0,three,['mix'],Other,unknown,['None']
4298,two peck grams one four one zero point five two teaspoons two teaspoons,0,one,['cook'],Other,unknown,['None']
4299,one two two zero point five minutes of arc minute of arc zero point two five one one zero point five,0,one,['mince'],Other,unknown,['None']
4300,zero point two five five six zero point two five teaspoons zero point five three four tablespoons,0,six,"['mix', 'whisk']",Other,unknown,['None']
4301,point five one point five two eight ounces one pound one,0,one,"['bake', 'mix']",Other,unknown,['None']
4302,pound four zero point two five one two teaspoons zero point one two five teaspoons one point five tablespoons zero point one two five teaspoons,0,one,"['saute', 'stir', 'cook', 'serve']",Other,unknown,['None']
4303,point three three three three three three three three three three three three three three three three zero point five zero point five zero point five zero point five teaspoons zero point five teaspoons one teaspoon,0,zero,[],Other,unknown,['None']
4304,two tablespoons six three tablespoons zero point five zero point three three three three three three three three three three three three three three three three,0,three,['cook'],Other,unknown,['None']
4305,zero point three three three three three three three three three three three three three three three three zero point two five two teaspoons,0,two,[],Other,unknown,['None']
4306,one one teaspoon zero point five teaspoons,0,two,['boil'],Other,unknown,['None']
4307,three tablespoons one one one tablespoon,0,one,"['mix', 'cook']",Other,unknown,['None']
4308,point two five one teaspoon one zero point two five zero point seven five one peck grams two three point five one,0,one,"['bake', 'mix', 'stir']",Other,unknown,['None']
4309,one four one sixteen ounces two teaspoons two teaspoons one teaspoon zero point six six six six six six six six six six six six six six six six zero point five teaspoons zero point five teaspoons three point five,0,two,"['bake', 'mix']",Other,unknown,['None']
4310,three tablespoons zero point two five zero point two five one teaspoon,0,one,['cook'],Other,unknown,['None']
4311,point five zero point five two one tablespoon one teaspoon one teaspoon,0,one,"['stir', 'cook']",Other,unknown,['None']
4312,two four teaspoons,0,one,"['blend', 'serve']",Other,unknown,['None']
4313,one two tablespoons zero point seven five three point five two teaspoons one teaspoon zero point five teaspoons zero point two five teaspoons zero point five teaspoons one teaspoon,0,two,"['fry', 'mix']",Other,unknown,['None']
4314,two one one one one,0,one,['mix'],Other,unknown,['None']
4315,one four one one tablespoon,0,three,"['bake', 'mix']",Other,unknown,['None']
4316,zero point five two one one point two five zero point seven five teaspoons zero point seven five teaspoons zero point five teaspoons zero point three three three three three three three three three three three three three three three three one point seven five one point five teaspoons zero point five teaspoons,0,one,"['bake', 'mix']",Other,unknown,['None']
4317,one one one teaspoon one one,0,two,"['bake', 'mix']",Other,unknown,['None']
4318,pounds four pounds two tablespoons one tablespoon one teaspoon three teaspoons,0,six,"['mix', 'blend']",Other,unknown,['None']
4319,tablespoon zero point seven five zero point five one pound zero point five teaspoons zero point two five teaspoons zero point seven five one one,0,one,['saute'],Other,unknown,['None']
4320,point six six six six six six six six six six six six six six six six two point five tablespoons one tablespoon zero point five teaspoons three three zero point five one nine inches,0,zero,"['boil', 'stir', 'cook']",Other,unknown,['None']
4321,one one zero point one two five teaspoons one drop,0,one,"['bake', 'mix']",Other,unknown,['None']
4322,pound one one zero point five teaspoons one teaspoon two teaspoons three drops one,0,one,"['fry', 'mix']",Other,unknown,['None']
4323,three ounces two one eight ounces zero point five one,0,two,['blend'],Other,unknown,['None']
4325,point seven five pounds two zero point two five one zero point two five two inches,0,zero,"['roast', 'slice']",Other,unknown,['None']
4326,peck grams one one zero point three three three three three three three three three three three three three three three three one,0,one,"['bake', 'cook']",Other,unknown,['None']
4327,point five one one zero point two five zero point five teaspoons zero point five teaspoons zero point five teaspoons two one one one,0,zero,"['bake', 'mix', 'cook']",Other,unknown,['None']
4328,point five pounds one inch one point five two two teaspoons zero point five two tablespoons one zero point two five three tablespoons zero point two five teaspoons,0,zero,"['mix', 'serve']",Other,unknown,['None']
4329,ounces eight ounces two zero point five inches one teaspoon zero point two five teaspoons two,0,seven,"['bake', 'serve']",Other,unknown,['None']
4330,one zero point five zero point five one one one one zero point six six six six six six six six six six six six six six six six zero point two five,0,one,"['mix', 'cook']",Other,unknown,['None']
4331,point five one one one tablespoon one eight ounces one zero point six six six six six six six six six six six six six six six six twelve ounces three point five three one,0,zero,['mix'],Other,unknown,['None']
4332,eight one tablespoon six eight one one one one zero point five,0,six,"['chop', 'bake', 'mix', 'slice']",Other,unknown,['None']
4333,point five one two one teaspoon two zero point five teaspoons zero point two five two,0,zero,['bake'],Other,unknown,['None']
4334,two two zero point seven five four five eight one,0,six,"['bake', 'mix']",Other,unknown,['None']
4335,zero point five three six four one teaspoon two teaspoons one one teaspoon,0,two,['bake'],Other,unknown,['None']
4336,point two five one point five tablespoons two zero point two five zero point five one zero point five,0,zero,[],Other,unknown,['None']
4337,six two one one point five one point five teaspoons,0,four,['bake'],Other,unknown,['None']
4338,pound one zero point five teaspoons zero point five teaspoons one zero point five one tablespoon two tablespoons,0,one,['bake'],Other,unknown,['None']
4339,one one tablespoon two one teaspoon one teaspoon one teaspoon one teaspoon one two,0,four,['bake'],Other,unknown,['None']
4340,fifteen point two five ounces two one six tablespoons twenty-two point five one,0,two,['mix'],Other,unknown,['None']
4341,six one four ounces one four ounces zero point five two eight four one teaspoon two,0,four,"['bake', 'mix']",Other,unknown,['None']
4342,two point five one fifteen ounces twelve ounces sixteen ounces one one teaspoon zero point two five teaspoons one teaspoon four ounces,0,two,"['saute', 'boil', 'stir']",Other,unknown,['None']
4343,point five one two three two one teaspoon three tablespoons one,0,zero,"['bake', 'mix', 'blend']",Other,unknown,['None']
4344,point two five three tablespoons two one tablespoon one teaspoon four tablespoons three six tablespoons zero point five,0,one,"['mix', 'stir']",Other,unknown,['None']
4345,three zero point seven five one teaspoon one teaspoon two teaspoons one four one teaspoon one teaspoon one teaspoon zero point six six six six six six six six six six six six six six six six,0,two,"['mix', 'stir', 'cook']",Other,unknown,['None']
4346,one point five pounds one fourteen point five ounces one teaspoon zero point five teaspoons one two zero point six six six six six six six six six six six six six six six six zero point five teaspoons one,0,one,"['boil', 'mix', 'stir', 'cook', 'serve']",Other,unknown,['None']
4347,eighteen point five ounces two point two five one,0,one,"['bake', 'mix']",Other,unknown,['None']
4348,pint one eight ounces one three,0,one,['mix'],Other,unknown,['None']
4349,one zero point five teaspoons one zero point five cups zero point five cups,0,two,"['saute', 'fry', 'serve']",Other,unknown,['None']
4350,pound one pound one pound one tablespoon two teaspoons two one,0,one,"['mix', 'slice', 'cook']",Other,unknown,['None']
4351,one fourteen ounces zero point seven five zero point five one one,0,one,"['bake', 'mix']",Other,unknown,['None']
4352,two one two one one,0,one,['mix'],Other,unknown,['None']
4353,tablespoons zero point five zero point five one one eight ounces four zero point two five two tablespoons one tablespoon one teaspoon one two tablespoons,0,two,['bake'],Other,unknown,['None']
4354,one one eight ounces zero point five pounds one,0,three,"['bake', 'mix', 'slice']",Other,unknown,['None']
4355,ounces three one teaspoon one teaspoon two tablespoons eight ounces one one one,0,sixteen,['serve'],Other,unknown,['None']
4356,three ounces one one zero point seven five zero point five teaspoons,0,two,"['mix', 'stir']",Other,unknown,['None']
4357,four one zero point seven five zero point seven five,0,one,"['bake', 'mix']",Other,unknown,['None']
4358,one ounce one two four one one one teaspoon,0,four,"['blend', 'cook']",Other,unknown,['None']
4359,tablespoon zero point five one zero point five zero point one two five zero point five zero point five six,0,one,"['bake', 'mix']",Other,unknown,['None']
4360,one one point five teaspoons one point five teaspoons four tablespoons one one teaspoon one,0,two,"['bake', 'mix', 'stir']",Other,unknown,['None']
4361,one one eleven ounces one eight ounces one one two one,0,two,['mix'],Other,unknown,['None']
4362,peck grams four zero point seven five zero point five one,0,one,[],Other,unknown,['None']
4363,zero point five zero point five two peck grams zero point five five,0,one,"['bake', 'mix']",Other,unknown,['None']
4364,quart zero point one two five tablespoons one teaspoon one teaspoon one five one ounce two teaspoons,0,one,"['mix', 'serve']",Other,unknown,['None']
4365,point five zero point three three three three three three three three three three three three three three three three two teaspoons one teaspoon zero point five teaspoons one zero point five one one four tablespoons zero point five zero point three three three three three three three three three three three three three three three three zero point two five,0,one,['stir'],Other,unknown,['None']
4366,one three one point five zero point two five one,0,one,"['bake', 'stir']",Other,unknown,['None']
4367,tablespoons four two four one one zero point seven five one peck grams zero point five,0,two,"['cook', 'serve']",Other,unknown,['None']
4368,zero point five two one teaspoon,0,one,"['bake', 'mix']",Other,unknown,['None']
4369,tablespoons zero point three three three three three three three three three three three three three three three three zero point five one point five zero point seven five one sixteen ounces one two one teaspoon zero point five teaspoons zero point two five teaspoons three zero point two five teaspoons two tablespoons,0,six,"['bake', 'stir', 'blend']",Other,unknown,['None']
4370,zero point two five one zero point five two two two one teaspoon one point five one point five tablespoons,0,two,"['bake', 'boil', 'mix']",Other,unknown,['None']
4371,tablespoon one one one one zero point five fifteen ounces one point five zero point five teaspoons one one zero point two five inches,0,one,"['mix', 'cook']",Other,unknown,['None']
4372,one two teaspoons zero point five one one two eight,0,two,"['bake', 'mix', 'stir']",Other,unknown,['None']
4373,eight ounces two three tablespoons zero point two five teaspoons zero point two five,0,one,"['bake', 'serve']",Other,unknown,['None']
4374,point five two tablespoons two tablespoons one tablespoon one teaspoon two sixteen ounces one pound one inch,0,one,['bake'],Other,unknown,['None']
4375,pounds one quart two two stere year litre kibibytes one one tablespoon zero point three three three three three three three three three three three three three three three three zero point five,0,two,"['slice', 'season', 'cook']",Other,unknown,['None']
4376,peck grams one two,0,one,['serve'],Other,unknown,['None']
4377,peck grams four one one zero point five teaspoons one tablespoon,0,two,"['bake', 'mix', 'cook']",Other,unknown,['None']
4378,ounces one ounce one point five one one stere year litre kelvins one teaspoon one,0,four,"['bake', 'boil', 'mix', 'cook']",Other,unknown,['None']
4379,one ten ounces two tablespoons two tablespoons zero point five teaspoons zero point two five teaspoons one point five two tablespoons,0,four,['cook'],Other,unknown,['None']
4380,one point five zero point two five one point two five four tablespoons zero point two five,0,three,['cook'],Other,unknown,['None']
4381,point two five three one point six six six six six six six six six six six six six six six five zero point six six six six six six six six six six six six six six six six three two point three three three three three three three three three three three three three three three five one point two five teaspoons zero point two five teaspoons one teaspoon one zero point six six six six six six six six six six six six six six six six,0,one,['bake'],Other,unknown,['None']
4382,zero point two five zero point two five one teaspoon two zero point two five teaspoons four six two,0,one,"['saute', 'bake', 'stir']",Other,unknown,['None']
4383,two peck grams four pounds,0,two,"['mix', 'roast']",Other,unknown,['None']
